transaccion_id,usuario_id,banco,timestamp,monto,metodo_pago,categoria_comercio,distrito_home,lat_transaccion,lon_transaccion,distancia_km_home,comercio_nuevo,tx_ultimos_15min,hora_dia,dia_semana,es_fraude
TX_100997,USR_114,Scotiabank,2026-06-30 09:34:05,203.17,Tarjeta de Debito,Grifos,Lima,-12.02984,-77.02568,2.58,0,2,9,1,0
TX_100998,USR_291,Scotiabank,2026-06-23 03:59:05,812.96,Transferencia,Otros,Miraflores,-12.00982,-77.0454,6.15,0,3,3,1,0
TX_100999,USR_218,Interbank,2026-07-05 08:21:05,55.85,Plin,Grifos,Miraflores,-11.94553,-77.02277,4.9,1,2,8,6,0
TX_101000,USR_127,Banco de la Nacion,2026-07-05 13:59:05,120.9,Tarjeta de Credito,Tecnologia,Lima,-11.97703,-77.06798,2.72,0,3,13,6,0
TX_101001,USR_301,BCP,2026-06-25 16:10:05,119.32,Tarjeta de Credito,Restaurantes,Santiago de Surco,-11.98423,-77.08046,14.15,0,3,16,3,0
TX_101002,USR_138,BBVA,2026-07-06 13:05:05,83.04,Tarjeta de Debito,Otros,Lima,-12.01831,-76.9958,4.8,0,2,13,0,0
TX_101003,USR_372,Scotiabank,2026-07-01 22:02:05,32.8,Yape,Supermercados,Miraflores,-12.12601,-76.95592,7.01,1,2,22,2,0
TX_101004,USR_330,BBVA,2026-06-27 04:55:05,573.85,Transferencia,Restaurantes,Santiago de Surco,-12.0495,-76.95962,5.8,0,1,4,5,0
TX_101005,USR_185,BCP,2026-06-22 10:59:05,292.92,Tarjeta de Debito,Restaurantes,San Isidro,-11.91067,-77.00981,2.78,0,1,10,0,0
TX_101006,USR_225,BBVA,2026-07-08 04:08:05,108.47,Plin,Grifos,Lima,-11.90111,-76.99554,1.69,0,2,4,2,0
TX_101007,USR_399,BCP,2026-06-23 16:34:05,143.67,Plin,Tecnologia,Santiago de Surco,-11.96738,-76.99673,7.01,1,1,16,1,0
TX_101008,USR_124,Interbank,2026-06-25 19:56:05,43.67,Plin,Restaurantes,Santiago de Surco,-12.09312,-76.96169,3.77,1,1,19,3,0
TX_101009,USR_244,Scotiabank,2026-07-01 04:16:05,122.72,Tarjeta de Debito,Casinos,Santiago de Surco,-12.12453,-77.09041,3.74,0,2,4,2,0
TX_101010,USR_112,BCP,2026-07-06 02:46:05,183.1,Transferencia,Casinos,Lima,-12.04631,-76.95802,12.54,0,2,2,0,0
TX_101011,USR_311,BBVA,2026-07-07 20:53:05,113.59,Tarjeta de Credito,Restaurantes,San Isidro,-11.93586,-76.98356,5.57,1,2,20,1,0
TX_101012,USR_124,Scotiabank,2026-07-13 12:44:05,700.12,Yape,Grifos,Santiago de Surco,-11.96953,-77.06038,1.22,0,3,12,0,0
TX_101013,USR_167,Interbank,2026-06-25 01:37:05,146.76,Tarjeta de Credito,Grifos,Lima,-11.92903,-77.09019,4.56,0,2,1,3,0
TX_101014,USR_493,Scotiabank,2026-07-01 06:38:05,74.54,Transferencia,Supermercados,Miraflores,-11.99606,-77.07829,6.63,0,2,6,2,0
TX_101015,USR_166,BCP,2026-07-01 21:58:05,226.86,Tarjeta de Credito,Otros,Lima,-12.11742,-76.99506,4.46,0,2,21,2,0
TX_101016,USR_332,Interbank,2026-06-25 12:45:05,33.03,Tarjeta de Debito,Otros,Lima,-12.1213,-76.94832,1.17,0,1,12,3,0
TX_101017,USR_208,BBVA,2026-06-28 11:32:05,77.8,Plin,Otros,Lima,-12.138,-77.03307,5.42,0,2,11,6,0
TX_101018,USR_245,Interbank,2026-06-24 23:34:05,68.92,Transferencia,Tecnologia,Santiago de Surco,-12.00823,-77.02418,2.37,0,1,23,2,0
TX_101019,USR_210,Interbank,2026-06-19 12:01:05,89.79,Transferencia,Grifos,Lima,-12.08928,-76.91317,6.95,1,3,12,4,0
TX_101020,USR_327,Banco de la Nacion,2026-07-09 21:45:05,233.34,Tarjeta de Credito,Supermercados,Miraflores,-11.9664,-77.0574,6.95,0,2,21,3,0
TX_101021,USR_210,Interbank,2026-06-23 01:28:05,104.3,Tarjeta de Debito,Casinos,Santiago de Surco,-11.97844,-77.07925,1.39,0,2,1,1,0
TX_101022,USR_133,Interbank,2026-07-16 01:31:05,241.99,Tarjeta de Credito,Otros,Miraflores,-12.07047,-77.03132,4.14,1,1,1,3,0
TX_101023,USR_210,Scotiabank,2026-06-30 13:47:05,133.88,Tarjeta de Credito,Casinos,Los Olivos,-12.1058,-76.95082,5.17,0,3,13,1,0
TX_101024,USR_363,BBVA,2026-07-06 09:56:05,67.8,Transferencia,Casinos,Lima,-12.1244,-76.97478,6.32,0,2,9,0,0
TX_101025,USR_468,Scotiabank,2026-06-17 15:52:05,254.09,Tarjeta de Credito,Restaurantes,Santiago de Surco,-11.96567,-77.01684,4.19,0,3,15,2,0
TX_101026,USR_335,Scotiabank,2026-07-17 05:49:05,45.83,Plin,Tecnologia,Santiago de Surco,-12.03739,-76.90705,4.12,0,3,5,4,1
TX_101027,USR_182,BCP,2026-06-30 20:59:05,43.11,Tarjeta de Credito,Supermercados,Lima,-12.06912,-76.953,14.27,0,2,20,1,0
TX_101028,USR_141,Scotiabank,2026-06-20 04:24:05,110.33,Plin,Tecnologia,San Isidro,-11.93584,-77.08763,1.46,0,3,4,5,0
TX_101029,USR_200,Banco de la Nacion,2026-07-10 19:34:05,50.34,Transferencia,Restaurantes,San Isidro,-12.0016,-76.95107,15.02,0,3,19,4,0
TX_101030,USR_105,Banco de la Nacion,2026-06-28 17:35:05,6.37,Tarjeta de Debito,Supermercados,Miraflores,-12.0205,-77.09519,1.56,0,2,17,6,0
TX_101031,USR_279,BCP,2026-06-19 14:25:05,161.75,Plin,Supermercados,Lima,-11.96416,-76.96994,4.12,0,1,14,4,0
TX_101032,USR_381,BBVA,2026-07-13 23:11:05,112.34,Tarjeta de Debito,Grifos,Lima,-11.9461,-77.0579,5.83,0,2,23,0,0
TX_101033,USR_419,BBVA,2026-07-14 10:33:05,93.46,Tarjeta de Debito,Tecnologia,Los Olivos,-11.97848,-76.96071,2.78,0,3,10,1,0
TX_101034,USR_325,Scotiabank,2026-06-21 11:46:05,516.54,Plin,Tecnologia,San Isidro,-12.04,-77.03804,2.69,0,2,11,6,1
TX_101035,USR_414,Scotiabank,2026-07-01 17:24:05,132.01,Transferencia,Grifos,San Isidro,-12.05518,-76.9254,3.85,0,1,17,2,1
TX_101036,USR_464,Scotiabank,2026-07-15 08:30:05,303.64,Yape,Casinos,Lima,-11.95708,-77.03262,13.47,0,3,8,2,0
TX_101037,USR_328,BBVA,2026-06-25 17:25:05,27.53,Tarjeta de Debito,Restaurantes,Miraflores,-12.02052,-76.97606,4.89,0,3,17,3,0
TX_101038,USR_476,Interbank,2026-06-23 08:15:05,131.32,Tarjeta de Debito,Tecnologia,Lima,-11.9739,-77.04281,6.46,0,1,8,1,0
TX_101039,USR_388,Banco de la Nacion,2026-07-05 17:51:05,308.72,Transferencia,Grifos,Miraflores,-11.9274,-76.91656,7.81,0,1,17,6,0
TX_101040,USR_249,Interbank,2026-07-10 09:38:05,136.24,Transferencia,Supermercados,San Isidro,-11.92103,-76.9438,8.23,0,3,9,4,0
TX_101041,USR_376,Interbank,2026-06-25 13:53:05,194.88,Tarjeta de Credito,Otros,Los Olivos,-12.08057,-77.05134,7.63,0,1,13,3,0
TX_101042,USR_297,BBVA,2026-06-18 05:10:05,74.79,Transferencia,Grifos,Santiago de Surco,-12.10303,-76.91024,4.53,0,2,5,3,0
TX_101043,USR_169,Interbank,2026-06-25 00:34:05,19.55,Tarjeta de Debito,Otros,San Isidro,-12.08468,-77.02857,2.43,0,1,0,3,0
TX_101044,USR_211,BCP,2026-07-04 10:22:05,96.85,Plin,Casinos,Miraflores,-11.96216,-76.96963,4.07,0,2,10,5,0
TX_101045,USR_103,Scotiabank,2026-07-05 13:12:05,80.25,Yape,Restaurantes,Lima,-12.05749,-76.95143,3.44,1,3,13,6,0
TX_101046,USR_449,BCP,2026-07-15 23:31:05,307.68,Tarjeta de Credito,Otros,San Isidro,-12.10665,-77.09542,2.71,0,3,23,2,0
TX_101047,USR_430,Banco de la Nacion,2026-06-21 07:28:05,46.96,Plin,Casinos,Los Olivos,-12.1254,-76.90821,1.11,0,3,7,6,0
TX_101048,USR_417,Scotiabank,2026-06-30 00:04:05,515.48,Yape,Otros,Miraflores,-12.06817,-77.03111,11.71,1,3,0,1,1
TX_101049,USR_449,Interbank,2026-06-29 10:06:05,481.01,Yape,Supermercados,Lima,-12.11597,-77.06204,11.27,0,3,10,0,0
TX_101050,USR_194,Banco de la Nacion,2026-07-06 15:05:05,47.68,Yape,Supermercados,Santiago de Surco,-12.11091,-76.92986,1.61,1,1,15,0,0
TX_101051,USR_251,Scotiabank,2026-06-25 01:33:05,69.17,Plin,Supermercados,Miraflores,-11.97903,-76.95942,3.08,0,1,1,3,0
TX_101052,USR_410,Interbank,2026-07-10 16:25:05,343.87,Tarjeta de Credito,Supermercados,Lima,-12.14507,-77.08265,2.74,0,3,16,4,0
TX_101053,USR_236,BCP,2026-06-23 18:00:05,514.98,Tarjeta de Credito,Grifos,Santiago de Surco,-12.12061,-77.07659,4.06,0,1,18,1,0
TX_101054,USR_346,Scotiabank,2026-06-18 00:46:05,92.9,Yape,Supermercados,Lima,-11.93891,-76.95696,3.38,0,1,0,3,0
TX_101055,USR_486,Interbank,2026-07-07 08:20:05,63.07,Plin,Supermercados,Santiago de Surco,-11.93877,-77.08504,12.07,0,3,8,1,0
TX_101056,USR_342,BCP,2026-07-14 20:55:05,117.01,Yape,Grifos,Santiago de Surco,-12.06769,-76.91656,2.1,0,1,20,1,0
TX_101057,USR_130,Banco de la Nacion,2026-07-11 09:40:05,179.6,Transferencia,Supermercados,Santiago de Surco,-12.12801,-76.95169,3.45,1,3,9,5,0
TX_101058,USR_139,Banco de la Nacion,2026-07-08 22:13:05,52.92,Tarjeta de Credito,Casinos,Lima,-11.97376,-77.0329,2.05,0,3,22,2,0
TX_101059,USR_328,Banco de la Nacion,2026-07-10 23:01:05,205.04,Tarjeta de Debito,Casinos,Santiago de Surco,-12.05997,-77.02741,14.02,0,3,23,4,0
TX_101060,USR_135,Banco de la Nacion,2026-07-12 03:32:05,12.96,Yape,Tecnologia,Miraflores,-12.13863,-76.9987,11.19,0,3,3,6,0
TX_101061,USR_322,BBVA,2026-07-08 04:02:05,12.58,Transferencia,Casinos,Los Olivos,-12.11054,-77.02781,7.94,0,1,4,2,0
TX_101062,USR_105,Scotiabank,2026-07-08 17:32:05,78.23,Tarjeta de Credito,Restaurantes,Los Olivos,-12.1157,-76.94331,5.27,0,1,17,2,0
TX_101063,USR_421,Scotiabank,2026-06-27 01:34:05,70.42,Plin,Restaurantes,Santiago de Surco,-12.00272,-76.90505,3.25,0,2,1,5,0
TX_101064,USR_319,BBVA,2026-07-15 00:56:05,61.89,Tarjeta de Credito,Restaurantes,Los Olivos,-11.92547,-76.9831,3.54,0,2,0,2,0
TX_101065,USR_174,Interbank,2026-07-06 13:35:05,106.3,Plin,Grifos,Los Olivos,-11.95173,-77.01079,5.41,0,3,13,0,0
TX_101066,USR_103,Interbank,2026-06-22 03:07:05,63.01,Plin,Casinos,Santiago de Surco,-12.01337,-77.05545,8.55,0,2,3,0,0
TX_101067,USR_434,Banco de la Nacion,2026-06-28 21:42:05,37.03,Yape,Restaurantes,Santiago de Surco,-12.04446,-76.96931,3.92,0,1,21,6,0
TX_101068,USR_233,BCP,2026-07-08 04:32:05,60.54,Yape,Tecnologia,Miraflores,-11.99533,-76.96288,4.31,1,1,4,2,0
TX_101069,USR_217,Interbank,2026-07-09 14:19:05,557.76,Tarjeta de Credito,Grifos,San Isidro,-12.03905,-76.96296,6.77,0,2,14,3,0
TX_101070,USR_468,BCP,2026-07-12 13:39:05,84.43,Transferencia,Tecnologia,Lima,-12.08848,-77.0946,3.68,0,2,13,6,0
TX_101071,USR_193,Scotiabank,2026-07-14 18:46:05,93.24,Tarjeta de Credito,Casinos,Santiago de Surco,-11.9802,-76.92018,6.62,0,1,18,1,0
TX_101072,USR_161,BCP,2026-06-26 08:28:05,133.9,Tarjeta de Debito,Supermercados,Santiago de Surco,-11.93169,-77.03238,4.95,0,2,8,4,0
TX_101073,USR_293,Scotiabank,2026-06-18 17:04:05,619.22,Plin,Tecnologia,Los Olivos,-12.05678,-76.95117,1.32,0,1,17,3,0
TX_101074,USR_434,BBVA,2026-07-08 23:23:05,46.48,Plin,Supermercados,Miraflores,-11.93962,-76.94804,5.08,0,1,23,2,0
TX_101075,USR_302,BBVA,2026-07-12 01:20:05,176.52,Yape,Grifos,Los Olivos,-12.04223,-76.96989,11.22,0,2,1,6,0
TX_101076,USR_491,Banco de la Nacion,2026-07-11 09:01:05,193.81,Transferencia,Tecnologia,Santiago de Surco,-12.04967,-77.02103,4.16,0,2,9,5,0
TX_101077,USR_125,Interbank,2026-06-30 22:32:05,145.22,Yape,Tecnologia,Santiago de Surco,-12.14292,-76.97832,4.41,0,3,22,1,0
TX_101078,USR_272,Banco de la Nacion,2026-06-23 20:35:05,18.91,Tarjeta de Debito,Otros,Los Olivos,-11.97618,-77.09196,1.85,0,3,20,1,0
TX_101079,USR_399,Scotiabank,2026-07-12 02:50:05,174.46,Tarjeta de Credito,Grifos,Santiago de Surco,-11.94812,-76.94762,6.91,0,3,2,6,1
TX_101080,USR_232,Banco de la Nacion,2026-06-26 17:45:05,14.94,Tarjeta de Credito,Grifos,San Isidro,-11.98411,-77.08008,9.73,0,3,17,4,0
TX_101081,USR_425,BCP,2026-06-20 01:27:05,141.0,Transferencia,Restaurantes,Lima,-12.11216,-77.02065,4.67,0,3,1,5,0
TX_101082,USR_217,Scotiabank,2026-07-05 09:20:05,206.82,Yape,Casinos,Lima,-12.12418,-77.07928,3.71,0,1,9,6,0
TX_101083,USR_423,BBVA,2026-07-12 20:55:05,40.54,Yape,Tecnologia,Lima,-12.00679,-76.93259,12.53,0,2,20,6,0
TX_101084,USR_374,Interbank,2026-07-11 10:30:05,281.42,Tarjeta de Debito,Tecnologia,San Isidro,-12.04962,-76.98994,8.27,0,1,10,5,0
TX_101085,USR_311,Scotiabank,2026-06-29 20:24:05,9.62,Tarjeta de Credito,Grifos,Santiago de Surco,-12.04273,-76.96181,6.47,0,3,20,0,0
TX_101086,USR_324,Scotiabank,2026-07-01 02:28:05,283.51,Yape,Grifos,Los Olivos,-11.90805,-76.96348,4.27,0,3,2,2,0
TX_101087,USR_119,BCP,2026-07-03 17:57:05,97.52,Transferencia,Casinos,Miraflores,-11.96902,-76.93168,3.53,0,2,17,4,0
TX_101088,USR_212,Interbank,2026-06-26 16:00:05,41.81,Tarjeta de Credito,Grifos,Santiago de Surco,-12.04705,-77.07349,7.93,0,1,16,4,0
TX_101089,USR_239,BBVA,2026-07-06 13:03:05,26.54,Tarjeta de Debito,Supermercados,San Isidro,-12.14523,-76.96805,6.07,0,3,13,0,0
TX_101090,USR_146,Scotiabank,2026-06-29 23:30:05,464.62,Transferencia,Supermercados,San Isidro,-12.14148,-76.98497,6.06,0,3,23,0,1
TX_101091,USR_100,Scotiabank,2026-06-28 05:25:05,16.32,Plin,Otros,Lima,-11.9788,-77.09382,1.96,0,3,5,6,0
TX_101092,USR_189,BCP,2026-07-08 05:39:05,38.3,Tarjeta de Debito,Supermercados,Santiago de Surco,-11.94057,-77.05972,5.99,0,3,5,2,0
TX_101093,USR_241,Banco de la Nacion,2026-07-05 10:16:05,69.12,Transferencia,Supermercados,Lima,-11.97307,-77.04649,9.3,0,1,10,6,1
TX_101094,USR_419,BBVA,2026-07-08 20:02:05,150.23,Yape,Casinos,Miraflores,-12.04853,-77.08549,12.11,0,1,20,2,0
TX_101095,USR_137,Interbank,2026-07-12 11:27:05,123.05,Plin,Tecnologia,Lima,-12.14222,-77.02906,2.38,0,3,11,6,0
TX_101096,USR_392,Scotiabank,2026-06-28 13:57:05,25.14,Tarjeta de Debito,Supermercados,Miraflores,-11.90815,-77.09456,7.06,1,1,13,6,0
TX_101097,USR_481,Scotiabank,2026-07-07 10:26:05,56.32,Yape,Otros,San Isidro,-11.90342,-76.98936,6.48,0,3,10,1,0
TX_101098,USR_238,BBVA,2026-07-03 06:16:05,45.92,Plin,Grifos,Lima,-12.01266,-77.0577,10.51,0,2,6,4,0
TX_101099,USR_455,Banco de la Nacion,2026-07-16 09:08:05,41.03,Tarjeta de Credito,Supermercados,Lima,-12.13233,-77.0426,8.34,0,2,9,3,0
TX_101100,USR_432,Scotiabank,2026-06-24 07:56:05,84.44,Yape,Otros,Los Olivos,-12.01476,-76.91791,12.96,0,2,7,2,0
TX_101101,USR_358,BBVA,2026-06-20 03:40:05,187.63,Transferencia,Casinos,San Isidro,-11.92692,-76.99944,12.69,0,1,3,5,0
TX_101102,USR_260,BCP,2026-07-06 21:50:05,41.78,Tarjeta de Debito,Grifos,Los Olivos,-11.98,-77.0462,3.58,0,3,21,0,0
TX_101103,USR_489,Banco de la Nacion,2026-06-24 05:19:05,73.52,Plin,Otros,Miraflores,-11.97,-76.98031,8.04,0,2,5,2,0
TX_101104,USR_277,Interbank,2026-07-13 07:09:05,79.37,Yape,Supermercados,Miraflores,-12.12876,-77.05967,6.15,1,2,7,0,0
TX_101105,USR_109,Scotiabank,2026-06-26 14:49:05,567.34,Tarjeta de Credito,Tecnologia,San Isidro,-12.12337,-77.08512,3.48,0,1,14,4,0
TX_101106,USR_360,BBVA,2026-07-04 10:20:05,469.06,Tarjeta de Debito,Grifos,Miraflores,-12.11816,-77.09582,3.29,1,1,10,5,0
TX_101107,USR_237,BCP,2026-07-04 20:04:05,246.52,Tarjeta de Debito,Grifos,San Isidro,-11.92391,-76.90969,2.06,0,2,20,5,0
TX_101108,USR_271,Interbank,2026-06-17 13:27:05,46.49,Yape,Tecnologia,Miraflores,-12.01854,-76.95508,8.91,0,3,13,2,0
TX_101109,USR_485,BBVA,2026-07-04 20:10:05,15.57,Tarjeta de Credito,Grifos,Santiago de Surco,-11.95211,-76.94001,4.43,0,3,20,5,0
TX_101110,USR_112,BBVA,2026-06-20 20:13:05,62.17,Plin,Supermercados,Lima,-12.12118,-76.90382,9.86,0,3,20,5,0
TX_101111,USR_267,Interbank,2026-07-14 05:35:05,51.55,Yape,Grifos,Santiago de Surco,-11.91809,-76.91367,6.85,0,2,5,1,0
TX_101112,USR_229,BCP,2026-07-05 08:48:05,110.76,Plin,Supermercados,San Isidro,-11.94471,-76.95262,7.48,0,1,8,6,0
TX_101113,USR_183,BCP,2026-07-17 05:44:05,230.58,Tarjeta de Debito,Tecnologia,San Isidro,-12.09381,-76.9612,4.15,0,3,5,4,0
TX_101114,USR_420,Banco de la Nacion,2026-07-01 19:22:05,298.13,Plin,Restaurantes,Santiago de Surco,-11.93145,-77.03263,5.53,0,2,19,2,1
TX_101115,USR_418,Scotiabank,2026-06-26 22:18:05,284.52,Tarjeta de Credito,Tecnologia,Lima,-12.08414,-77.0792,5.16,0,2,22,4,0
TX_101116,USR_200,Interbank,2026-07-06 00:18:05,71.87,Transferencia,Supermercados,Lima,-12.09867,-76.98526,3.67,0,1,0,0,0
TX_101117,USR_428,Interbank,2026-07-03 15:59:05,179.35,Tarjeta de Credito,Casinos,Los Olivos,-12.08394,-76.98475,9.45,1,3,15,4,0
TX_101118,USR_372,Interbank,2026-07-06 17:32:05,61.28,Plin,Tecnologia,Miraflores,-11.92251,-76.90955,6.98,0,2,17,0,0
TX_101119,USR_364,BCP,2026-07-03 20:42:05,14.43,Yape,Casinos,Los Olivos,-11.9211,-77.01149,1.38,1,3,20,4,0
TX_101120,USR_498,Scotiabank,2026-07-05 05:58:05,186.38,Tarjeta de Debito,Casinos,Lima,-12.06775,-76.96184,9.26,0,3,5,6,0
TX_101121,USR_137,Banco de la Nacion,2026-07-11 11:38:05,6.48,Transferencia,Supermercados,Santiago de Surco,-11.97364,-76.98501,2.37,0,3,11,5,0
TX_101122,USR_193,BBVA,2026-07-16 11:26:05,83.94,Yape,Supermercados,Miraflores,-11.98106,-77.06465,5.08,0,2,11,3,0
TX_101123,USR_194,BBVA,2026-07-13 11:47:05,64.93,Yape,Restaurantes,Santiago de Surco,-11.94836,-76.98159,6.51,0,3,11,0,0
TX_101124,USR_404,Interbank,2026-06-24 12:50:05,182.32,Tarjeta de Credito,Otros,Los Olivos,-12.07587,-76.99198,0.62,1,1,12,2,0
TX_101125,USR_168,Scotiabank,2026-06-23 19:57:05,223.02,Plin,Grifos,San Isidro,-12.02247,-77.00122,7.27,0,2,19,1,0
TX_101126,USR_417,BCP,2026-06-25 08:26:05,59.38,Tarjeta de Credito,Tecnologia,Santiago de Surco,-11.98308,-76.99732,7.34,1,2,8,3,0
TX_101127,USR_335,Scotiabank,2026-06-27 12:15:05,255.4,Plin,Supermercados,Los Olivos,-12.14344,-77.0672,7.27,0,3,12,5,0
TX_101128,USR_433,Scotiabank,2026-06-18 03:47:05,57.2,Tarjeta de Credito,Tecnologia,Los Olivos,-12.05582,-77.0073,2.99,0,3,3,3,0
TX_101129,USR_472,BCP,2026-06-24 05:01:05,93.68,Yape,Otros,Los Olivos,-11.97603,-76.97887,3.84,0,3,5,2,0
TX_101130,USR_475,Interbank,2026-06-25 07:58:05,199.75,Tarjeta de Debito,Otros,San Isidro,-12.08685,-77.00211,3.77,0,2,7,3,0
TX_101131,USR_236,Scotiabank,2026-06-26 03:56:05,182.1,Plin,Casinos,San Isidro,-11.91057,-77.00226,12.69,0,1,3,4,0
TX_101132,USR_175,BBVA,2026-07-09 20:59:05,660.73,Transferencia,Grifos,San Isidro,-12.14246,-77.0845,1.87,0,1,20,3,0
TX_101133,USR_134,BCP,2026-06-25 17:15:05,43.27,Transferencia,Restaurantes,Miraflores,-11.91048,-77.06185,5.29,0,2,17,3,0
TX_101134,USR_100,Banco de la Nacion,2026-07-08 05:40:05,167.85,Yape,Tecnologia,San Isidro,-12.09581,-77.03581,10.12,0,1,5,2,0
TX_101135,USR_395,Interbank,2026-06-17 15:23:05,146.12,Tarjeta de Credito,Grifos,San Isidro,-12.13779,-77.01613,8.57,0,3,15,2,0
TX_101136,USR_419,BCP,2026-06-19 18:15:05,374.94,Tarjeta de Credito,Restaurantes,San Isidro,-12.07688,-76.98121,9.3,0,2,18,4,0
TX_101137,USR_159,Banco de la Nacion,2026-07-08 00:24:05,30.5,Yape,Tecnologia,Santiago de Surco,-11.95343,-76.92733,13.39,1,1,0,2,0
TX_101138,USR_419,Banco de la Nacion,2026-07-12 09:20:05,214.03,Transferencia,Grifos,San Isidro,-11.96189,-77.06817,4.95,0,2,9,6,0
TX_101139,USR_448,Scotiabank,2026-07-11 01:15:05,130.99,Transferencia,Supermercados,Miraflores,-12.09779,-77.09698,4.3,0,1,1,5,0
TX_101140,USR_427,Scotiabank,2026-07-13 21:50:05,53.17,Tarjeta de Credito,Tecnologia,Los Olivos,-12.1008,-77.01015,1.25,0,2,21,0,0
TX_101141,USR_366,Scotiabank,2026-07-06 09:39:05,101.49,Plin,Grifos,Santiago de Surco,-11.98936,-77.01358,2.85,0,1,9,0,0
TX_101142,USR_460,BCP,2026-06-21 18:02:05,65.92,Tarjeta de Debito,Otros,Lima,-12.03548,-76.98962,6.42,0,2,18,6,0
TX_101143,USR_328,BCP,2026-07-02 11:45:05,134.88,Plin,Restaurantes,San Isidro,-11.95193,-76.93336,2.93,1,2,11,3,0
TX_101144,USR_369,Interbank,2026-07-08 22:27:05,334.73,Transferencia,Grifos,Los Olivos,-12.14397,-76.93953,8.16,1,2,22,2,0
TX_101145,USR_415,Scotiabank,2026-07-05 10:50:05,131.35,Plin,Supermercados,Los Olivos,-11.9974,-77.07999,1.38,1,2,10,6,0
TX_101146,USR_385,Banco de la Nacion,2026-07-04 09:19:05,154.84,Tarjeta de Debito,Tecnologia,Santiago de Surco,-11.96733,-76.9132,3.88,0,2,9,5,0
TX_101147,USR_390,BBVA,2026-07-08 12:47:05,114.7,Plin,Tecnologia,Lima,-11.90165,-77.07792,7.71,0,3,12,2,0
TX_101148,USR_312,Interbank,2026-06-27 09:06:05,12.88,Plin,Tecnologia,Miraflores,-11.9803,-76.97309,3.84,1,2,9,5,0
TX_101149,USR_264,BCP,2026-06-20 19:47:05,44.76,Plin,Supermercados,Los Olivos,-12.09204,-76.96552,8.08,0,2,19,5,0
TX_101150,USR_104,Interbank,2026-06-20 21:28:05,106.59,Plin,Restaurantes,Los Olivos,-12.12295,-76.96402,16.57,1,2,21,5,0
TX_101151,USR_438,Interbank,2026-06-18 18:57:05,60.71,Yape,Tecnologia,Los Olivos,-11.98977,-77.04693,8.93,0,1,18,3,0
TX_101152,USR_478,Interbank,2026-06-26 02:33:05,35.09,Transferencia,Restaurantes,Los Olivos,-12.0192,-77.03393,4.57,0,2,2,4,0
TX_101153,USR_177,Interbank,2026-07-10 00:47:05,110.22,Tarjeta de Debito,Grifos,Santiago de Surco,-11.92521,-76.99026,10.74,0,3,0,4,0
TX_101154,USR_161,BBVA,2026-06-24 23:04:05,63.47,Transferencia,Otros,Lima,-11.96835,-77.06008,1.62,0,2,23,2,0
TX_101155,USR_231,Scotiabank,2026-06-26 15:11:05,49.78,Yape,Otros,Los Olivos,-12.02256,-77.09594,8.03,0,1,15,4,0
TX_101156,USR_188,Banco de la Nacion,2026-06-20 14:23:05,98.54,Yape,Restaurantes,Miraflores,-12.0491,-76.98757,1.09,0,1,14,5,0
TX_101157,USR_336,Interbank,2026-07-14 16:57:05,26.46,Yape,Restaurantes,Miraflores,-12.04891,-77.00694,3.1,0,2,16,1,0
TX_101158,USR_141,Interbank,2026-07-01 14:05:05,399.13,Yape,Otros,San Isidro,-12.09342,-76.96865,14.81,0,2,14,2,0
TX_101159,USR_188,Interbank,2026-06-28 22:23:05,308.4,Plin,Tecnologia,Los Olivos,-12.14567,-77.07066,4.73,0,2,22,6,0
TX_101160,USR_395,Scotiabank,2026-06-19 18:14:05,189.46,Transferencia,Casinos,Los Olivos,-12.00627,-76.93182,9.27,0,2,18,4,0
TX_101161,USR_427,BCP,2026-07-03 09:35:05,21.84,Tarjeta de Credito,Casinos,Los Olivos,-12.0969,-77.07076,4.86,0,1,9,4,0
TX_101162,USR_394,BCP,2026-07-16 20:14:05,229.33,Tarjeta de Debito,Supermercados,Los Olivos,-12.09792,-76.92173,9.57,0,2,20,3,0
TX_101163,USR_203,BBVA,2026-06-25 01:24:05,252.51,Yape,Otros,Los Olivos,-12.11865,-77.0101,12.97,0,1,1,3,0
TX_101164,USR_113,BCP,2026-07-15 12:22:05,224.0,Transferencia,Otros,Miraflores,-12.1026,-76.99004,5.35,1,1,12,2,0
TX_101165,USR_387,Interbank,2026-07-09 07:37:05,23.15,Yape,Supermercados,Lima,-12.14205,-76.92068,6.4,0,3,7,3,0
TX_101166,USR_278,Interbank,2026-06-21 09:14:05,159.88,Yape,Casinos,Lima,-11.98144,-77.04002,7.04,0,1,9,6,0
TX_101167,USR_224,Interbank,2026-06-18 07:29:05,274.66,Yape,Grifos,San Isidro,-12.04965,-77.06363,11.69,0,2,7,3,0
TX_101168,USR_452,BBVA,2026-07-06 13:19:05,134.18,Yape,Tecnologia,Miraflores,-12.00962,-77.01085,3.85,0,2,13,0,0
TX_101169,USR_122,Interbank,2026-07-09 04:45:05,160.94,Yape,Tecnologia,Los Olivos,-11.99076,-77.05113,6.87,0,2,4,3,0
TX_101170,USR_162,BCP,2026-06-25 05:37:05,96.97,Tarjeta de Debito,Grifos,Lima,-11.90688,-76.99443,4.43,1,2,5,3,0
TX_101171,USR_242,Scotiabank,2026-06-24 00:33:05,117.84,Transferencia,Grifos,Santiago de Surco,-12.13293,-77.04495,3.5,0,3,0,2,0
